@relation QueryResult

@attribute r1 numeric
@attribute r2 numeric
@attribute rating {nem,igen}

@data
0.112837,0.28026,nem
0.135976,0.906964,nem
0.477019,0.045206,nem
0.589209,0.184387,nem
0.378057,0.378057,igen
0.363942,0.363942,igen
0.530786,0.763955,nem
0.473497,0.116861,nem
0.565487,0.565487,igen
0.897312,0.897312,igen
0.47607,0.47607,igen
0.602438,0.528454,nem
0.369308,0.606988,nem
0.698895,0.878145,nem
0.912024,0.275737,nem
0.715962,0.715962,igen
0.633282,0.633282,igen
0.381264,0.381264,igen
0.251213,0.426786,nem
0.095382,0.095382,igen
0.36405,0.36405,igen
0.707046,0.707046,igen
0.231358,0.271014,nem
0.184065,0.276564,nem
0.860223,0.860223,igen
0.368452,0.654621,nem
0.224164,0.899238,nem
0.418577,0.697662,nem
0.016099,0.016099,igen
0.984063,0.984063,igen
0.594974,0.594974,igen
0.49217,0.586501,nem
0.123428,0.123428,igen
0.861478,0.193489,nem
0.822323,0.822323,igen
0.739623,0.739623,igen
0.105513,0.09806,nem
0.455584,0.738795,nem
0.479323,0.706798,nem
0.165581,0.574705,nem
0.070848,0.872627,nem
0.806063,0.341862,nem
0.056692,0.082628,nem
0.202085,0.425144,nem
0.737249,0.426249,nem
0.324382,0.155825,nem
0.123911,0.340482,nem
0.139888,0.718884,nem
0.832651,0.72639,nem
0.842312,0.694129,nem
0.919879,0.664634,nem
0.433752,0.025392,nem
0.762694,0.889336,nem
0.764188,0.242017,nem
0.596134,0.929769,nem
0.816722,0.666982,nem
0.802396,0.622786,nem
0.008844,0.859088,nem
0.705413,0.210929,nem
0.284232,0.442662,nem
0.637178,0.608614,nem
0.598487,0.761088,nem
0.949095,0.738376,nem
0.479972,0.781747,nem
0.464766,0.322284,nem
0.475876,0.384644,nem
0.986919,0.909628,nem
0.410037,0.749613,nem
0.798965,0.174224,nem
0.99163,0.395099,nem
0.103993,0.808352,nem
0.062081,0.906389,nem
0.431138,0.070926,nem
0.765477,0.136551,nem
0.281855,0.049708,nem
0.579213,0.919032,nem
0.658322,0.658322,igen
0.177701,0.680121,nem
0.607418,0.607418,igen
0.916076,0.916076,igen
0.160093,0.389165,nem
0.380842,0.482377,nem
0.865041,0.765486,nem
0.469296,0.774669,nem
0.175523,0.175523,igen
0.218909,0.218909,igen
0.573634,0.349747,nem
0.210538,0.968734,nem
0.45374,0.45374,igen
0.018891,0.030815,nem
0.360129,0.360129,igen
0.450029,0.101741,nem
0.125606,0.125606,igen
0.58658,0.383595,nem
0.175315,0.175315,igen
0.165793,0.302628,nem
0.833637,0.833637,igen
0.343493,0.982748,nem
0.441055,0.25957,nem
0.142842,0.830219,nem
0.640412,0.625219,nem
0.69526,0.69526,igen
0.405898,0.094515,nem
0.46993,0.581421,nem
0.313424,0.043564,nem
0.931168,0.523962,nem
0.012298,0.384908,nem
0.542853,0.043113,nem
0.745038,0.992882,nem
0.144853,0.144853,igen
0.870644,0.579462,nem
0.528448,0.045959,nem
0.745254,0.745254,igen
0.831076,0.831076,igen
0.879596,0.879596,igen
0.088748,0.088748,igen
0.813825,0.813825,igen
0.32065,0.348318,nem
0.956666,0.150869,nem
0.98873,0.98873,igen
0.581886,0.581886,igen
0.84613,0.394628,nem
0.676401,0.316059,nem
0.976049,0.989825,nem
0.359623,0.907217,nem
0.513787,0.371921,nem
0.292125,0.292125,igen
0.05664,0.415034,nem
0.037163,0.049522,nem
0.559887,0.907807,nem
0.628984,0.088335,nem
0.953766,0.953766,igen
0.374238,0.919411,nem
0.833362,0.833362,igen
0.462986,0.733236,nem
0.154012,0.154012,igen
0.811304,0.689903,nem
0.304881,0.800034,nem
0.271788,0.271788,igen
0.151011,0.151011,igen
0.194662,0.194662,igen
0.948189,0.46707,nem
0.17071,0.938014,nem
0.826694,0.826694,igen
0.077927,0.451801,nem
0.198615,0.198615,igen
0.370053,0.370053,igen
0.508442,0.613648,nem
0.407216,0.557964,nem
0.173535,0.173535,igen
0.315023,0.186948,nem
0.26187,0.26187,igen
0.268789,0.268789,igen
0.561186,0.181282,nem
0.102151,0.102151,igen
0.024172,0.024172,igen
0.914518,0.256163,nem
0.835476,0.835476,igen
0.604421,0.561044,nem
0.63551,0.876209,nem
0.712055,0.830171,nem
0.824398,0.824398,igen
0.179125,0.000882,nem
0.762412,0.762412,igen
0.005818,0.005818,igen
0.078809,0.078809,igen
0.214213,0.214213,igen
0.204433,0.204433,igen
0.448862,0.722654,nem
0.818081,0.818081,igen
0.856077,0.856077,igen
0.280618,0.991616,nem
0.171101,0.171101,igen
0.467566,0.253487,nem
0.43989,0.43989,igen
0.028751,0.028751,igen
0.434769,0.434769,igen
0.542041,0.052924,nem
0.349287,0.349287,igen
0.798203,0.798203,igen
0.8884,0.953707,nem
0.359247,0.359247,igen
0.523909,0.829916,nem
0.071302,0.071302,igen
0.354081,0.654314,nem
0.250426,0.250426,igen
0.354962,0.416725,nem
0.256245,0.433771,nem
0.630938,0.630938,igen
0.460678,0.460678,igen
0.882633,0.882633,igen
0.353592,0.353592,igen
0.278759,0.278759,igen
0.73871,0.73871,igen
0.63421,0.270376,nem
0.909811,0.909811,igen
0.101776,0.523863,nem
0.349701,0.349701,igen
0.130527,0.130527,igen
0.958631,0.891742,nem
0.183451,0.183451,igen
0.307918,0.689945,nem
0.07185,0.261625,nem
0.049192,0.049192,igen
0.59576,0.091541,nem
0.120493,0.120493,igen
0.94984,0.94984,igen
0.745855,0.745855,igen
0.37092,0.37092,igen
0.304802,0.16258,nem
0.627165,0.738574,nem
0.793518,0.087843,nem
0.621206,0.14711,nem
0.366602,0.366602,igen
0.359916,0.359916,igen
0.78132,0.636978,nem
0.269727,0.269727,igen
0.883096,0.160841,nem
0.619428,0.013623,nem
0.119472,0.511169,nem
0.197074,0.42739,nem
0.201114,0.201114,igen
0.268924,0.268924,igen
0.689015,0.689015,igen
0.250306,0.864684,nem
0.780556,0.780556,igen
0.370799,0.370799,igen
0.814524,0.526411,nem
0.741719,0.119327,nem
0.68899,0.368884,nem
0.8579,0.482508,nem
0.456726,0.456726,igen
0.479106,0.629617,nem
0.823329,0.839022,nem
0.410937,0.460307,nem
0.108749,0.294033,nem
0.621147,0.621147,igen
0.728177,0.728177,igen
0.307656,0.740619,nem
0.239346,0.50473,nem
0.168009,0.168009,igen
0.44046,0.44046,igen
0.773654,0.773654,igen
0.857024,0.690765,nem
0.638338,0.638338,igen
0.63758,0.63758,igen
0.061564,0.061564,igen
0.452863,0.452863,igen
0.163991,0.803283,nem
0.57219,0.852981,nem
0.172167,0.172167,igen
0.43009,0.335489,nem
0.628893,0.628893,igen
0.909196,0.909196,igen
0.965106,0.965106,igen
0.452221,0.748219,nem
0.376043,0.912528,nem
0.856968,0.856968,igen
0.670076,0.533675,nem
0.585145,0.585145,igen
0.977733,0.977733,igen
0.274294,0.274294,igen
0.82449,0.482463,nem
0.442303,0.26495,nem
0.256117,0.256117,igen
0.299327,0.955716,nem
0.894455,0.936907,nem
0.01728,0.01728,igen
0.347318,0.347318,igen
0.100898,0.820563,nem
0.919508,0.953879,nem
0.992729,0.992729,igen
0.349597,0.349597,igen
0.289367,0.289367,igen
0.621622,0.258794,nem
0.254473,0.073844,nem
0.007012,0.630517,nem
0.986372,0.86398,nem
0.300593,0.520047,nem
0.449125,0.449125,igen
0.278326,0.794341,nem
0.273615,0.760788,nem
0.236644,0.236644,igen
0.538565,0.538565,igen
0.016905,0.016905,igen
0.535971,0.494281,nem
0.911361,0.911361,igen
0.472878,0.511561,nem
0.258679,0.573776,nem
0.332123,0.178186,nem
0.527655,0.324853,nem
0.527784,0.527784,igen
0.817022,0.946475,nem
0.786577,0.071495,nem
0.020319,0.020319,igen
0.793589,0.702012,nem
0.00669,0.657569,nem
0.002605,0.526737,nem
0.106694,0.280931,nem
0.321078,0.380309,nem
0.041719,0.041719,igen
0.557722,0.918874,nem
0.058624,0.058624,igen
0.093693,0.413155,nem
0.969985,0.566572,nem
0.924716,0.228664,nem
0.140348,0.256839,nem
0.40685,0.40685,igen
0.668002,0.581692,nem
0.934633,0.934633,igen
0.485024,0.528167,nem
0.721211,0.55652,nem
0.548486,0.5148,nem
0.258532,0.555176,nem
0.172369,0.261137,nem
0.081913,0.279063,nem
0.542067,0.402991,nem
0.659372,0.583786,nem
0.960713,0.578246,nem
0.642411,0.054407,nem
0.991401,0.991401,igen
0.612396,0.612396,igen
0.620978,0.620978,igen
0.916117,0.84106,nem
0.761326,0.172956,nem
0.24791,0.429328,nem
0.754648,0.182543,nem
0.914353,0.282815,nem
0.903754,0.903754,igen
0.470872,0.831301,nem
0.418554,0.418554,igen
0.729404,0.729404,igen
0.386477,0.590923,nem
0.99054,0.99054,igen
0.46839,0.46839,igen
0.869985,0.532608,nem
0.871381,0.871381,igen
0.529357,0.116394,nem
0.832094,0.832094,igen
0.107603,0.107603,igen
0.758805,0.758805,igen
0.886501,0.886501,igen
0.099004,0.371201,nem
0.507479,0.015121,nem
0.212261,0.212261,igen
0.268805,0.268805,igen
0.188077,0.188077,igen
0.46017,0.698133,nem
0.942725,0.942725,igen
0.642714,0.612486,nem
0.22554,0.22554,igen
0.546467,0.546467,igen
0.083358,0.083358,igen
0.05684,0.05684,igen
0.965021,0.812762,nem
0.443317,0.443317,igen
0.555944,0.803303,nem
0.911707,0.911707,igen
0.425929,0.425929,igen
0.33591,0.783088,nem
0.955286,0.452304,nem
0.615182,0.615182,igen
0.062889,0.211109,nem
0.501682,0.161894,nem
0.58231,0.009161,nem
0.177014,0.794571,nem
0.277966,0.365091,nem
0.254741,0.254741,igen
0.9761,0.9761,igen
0.307816,0.307816,igen
0.897455,0.897455,igen
0.588586,0.533356,nem
0.443922,0.443922,igen
0.671944,0.590196,nem
0.408943,0.484706,nem
0.033512,0.033512,igen
0.964887,0.964887,igen
0.288009,0.288009,igen
0.945219,0.945219,igen
0.390816,0.390816,igen
0.623919,0.728307,nem
0.346102,0.346102,igen
0.076224,0.343488,nem
0.408992,0.287333,nem
0.845171,0.570885,nem
0.869643,0.869643,igen
0.854332,0.854332,igen
0.7479,0.7479,igen
0.664213,0.132299,nem
0.112991,0.918954,nem
0.108398,0.108398,igen
0.420807,0.420807,igen
0.816409,0.696984,nem
0.954162,0.954162,igen
0.260331,0.368928,nem
0.544358,0.544358,igen
0.669274,0.853634,nem
0.57787,0.57787,igen
0.634161,0.141643,nem
0.52309,0.52309,igen
0.024977,0.024977,igen
0.765562,0.251396,nem
0.371079,0.371079,igen
0.841786,0.594885,nem
0.78007,0.78007,igen
0.129118,0.440055,nem
0.350956,0.998761,nem
0.294388,0.294388,igen
0.098855,0.098855,igen
0.662974,0.662974,igen
0.426686,0.426686,igen
0.211846,0.211846,igen
0.581929,0.581929,igen
0.535085,0.535085,igen
0.632653,0.632653,igen
0.398337,0.232068,nem
0.586815,0.658668,nem
0.600996,0.131173,nem
0.327942,0.45463,nem
0.709043,0.709043,igen
0.962103,0.962103,igen
0.596273,0.232133,nem
0.98708,0.361835,nem
0.483529,0.483529,igen
0.358158,0.20362,nem
0.078414,0.078414,igen
0.138229,0.138229,igen
0.332739,0.332739,igen
0.518469,0.518469,igen
0.489184,0.489184,igen
0.3315,0.3315,igen
0.812857,0.812857,igen
0.58804,0.994474,nem
0.239543,0.799886,nem
0.576402,0.774628,nem
0.432538,0.432538,igen
0.97474,0.006696,nem
0.019353,0.633408,nem
0.607692,0.150526,nem
0.96135,0.96135,igen
0.062322,0.062322,igen
0.85957,0.923453,nem
0.658594,0.091703,nem
0.910533,0.020429,nem
0.575232,0.268692,nem
0.224049,0.653645,nem
0.40692,0.556788,nem
0.172114,0.896105,nem
0.888287,0.888287,igen
0.984971,0.484145,nem
0.882761,0.882761,igen
0.224514,0.224514,igen
0.28403,0.459164,nem
0.999142,0.716569,nem
0.433904,0.433904,igen
0.005838,0.005838,igen
0.735922,0.067312,nem
0.61353,0.886448,nem
0.028662,0.028662,igen
0.675851,0.675851,igen
0.746018,0.952116,nem
0.334446,0.83772,nem
0.862649,0.354875,nem
0.412952,0.13134,nem
0.578924,0.066597,nem
0.538261,0.135712,nem
0.238711,0.434366,nem
0.023999,0.223682,nem
0.91851,0.90676,nem
0.448196,0.202541,nem
0.365924,0.365924,igen
0.447338,0.919109,nem
0.799827,0.453176,nem
0.655031,0.655031,igen
0.867139,0.867139,igen
0.066705,0.066705,igen
0.54148,0.895801,nem
0.742557,0.742557,igen
0.287497,0.847917,nem
0.077002,0.125218,nem
0.710566,0.710566,igen
0.431877,0.431877,igen
0.53817,0.841906,nem
0.010801,0.604767,nem
0.380167,0.380167,igen
0.146513,0.146513,igen
0.843478,0.843478,igen
0.814533,0.170512,nem
0.06716,0.06716,igen
0.733043,0.733043,igen
0.077272,0.515357,nem
0.935584,0.443196,nem
0.962695,0.962695,igen
0.854693,0.854693,igen
0.243023,0.415871,nem
0.509724,0.509724,igen
0.110162,0.110162,igen
0.482576,0.051204,nem
0.005964,0.225132,nem
0.338701,0.338701,igen
0.853881,0.853881,igen
0.302135,0.463919,nem
0.564447,0.734012,nem
0.002089,0.002089,igen
0.406353,0.406353,igen
0.744813,0.606856,nem
0.78652,0.891325,nem
0.450334,0.450334,igen
0.601053,0.601053,igen
0.061837,0.061837,igen
0.517494,0.517494,igen
0.334096,0.334096,igen
0.139109,0.032851,nem
0.26968,0.582305,nem
0.995546,0.995546,igen
0.124373,0.124373,igen
0.825328,0.411417,nem
0.634098,0.634098,igen
0.93549,0.893992,nem
0.685302,0.685302,igen
0.941454,0.941454,igen
0.119125,0.024003,nem
0.795335,0.421259,nem
0.487922,0.487922,igen
0.359782,0.359782,igen
0.155271,0.155271,igen
0.490011,0.766135,nem
0.900083,0.900083,igen
0.096867,0.552655,nem
0.791409,0.791409,igen
0.547201,0.547201,igen
0.153708,0.853246,nem
0.064695,0.487804,nem
0.992355,0.097546,nem
0.757484,0.574659,nem
0.093092,0.093092,igen
0.881857,0.399987,nem
0.504509,0.504509,igen
0.515954,0.515954,igen
0.335477,0.398501,nem
0.201256,0.201256,igen
0.276931,0.517626,nem
0.225259,0.225259,igen
0.072266,0.072266,igen
0.938886,0.713181,nem
0.432048,0.094156,nem
0.203192,0.198182,nem
0.99424,0.99424,igen
0.300059,0.750837,nem
0.785649,0.847259,nem
0.904544,0.638894,nem
0.911955,0.911955,igen
0.392348,0.392348,igen
0.631249,0.631249,igen
0.009501,0.009501,igen
0.149832,0.149832,igen
0.205908,0.102594,nem
0.031689,0.605896,nem
0.607103,0.547643,nem
0.941373,0.941373,igen
0.005604,0.005604,igen
0.748899,0.218304,nem
0.52323,0.52323,igen
0.974158,0.29057,nem
0.462116,0.462116,igen
0.687339,0.687339,igen
0.722618,0.722618,igen
0.556272,0.890531,nem
0.9208,0.9208,igen
0.550512,0.190589,nem
0.671637,0.336161,nem
0.037849,0.576181,nem
0.975055,0.975055,igen
0.949804,0.968529,nem
0.606304,0.606304,igen
0.959305,0.959305,igen
0.118361,0.118361,igen
0.812213,0.061898,nem
0.15005,0.418108,nem
0.669001,0.669001,igen
0.697693,0.697693,igen
0.359481,0.674605,nem
0.446592,0.446592,igen
0.577785,0.577785,igen
0.197835,0.197835,igen
0.42075,0.868355,nem
0.659951,0.659951,igen
0.108088,0.108088,igen
0.590973,0.590973,igen
0.216223,0.216223,igen
0.998619,0.998619,igen
0.511773,0.766735,nem
0.189208,0.189208,igen
0.18341,0.18341,igen
0.102896,0.102896,igen
0.227057,0.759591,nem
0.077951,0.077951,igen
0.176861,0.176861,igen
0.72812,0.684256,nem
0.136165,0.846481,nem
0.496468,0.496468,igen
0.198064,0.996531,nem
0.914576,0.867065,nem
0.694223,0.274057,nem
0.54167,0.140815,nem
0.851842,0.851842,igen
0.739505,0.739505,igen
0.561565,0.720198,nem
0.399456,0.399456,igen
0.669653,0.669653,igen
0.311171,0.615679,nem
0.668272,0.668272,igen
0.822944,0.822944,igen
0.382414,0.382414,igen
0.857481,0.857481,igen
0.006354,0.006354,igen
0.485311,0.084538,nem
0.765945,0.765945,igen
0.563262,0.563262,igen
0.261399,0.261399,igen
0.494066,0.494066,igen
0.247518,0.397564,nem
0.340547,0.340547,igen
0.743986,0.595628,nem
0.337078,0.658562,nem
0.462693,0.462693,igen
0.031301,0.932619,nem
0.004362,0.004362,igen
0.172116,0.172116,igen
0.784462,0.743867,nem
0.733681,0.733681,igen
0.50466,0.50466,igen
0.143323,0.403334,nem
0.815831,0.815831,igen
0.759002,0.071606,nem
0.638775,0.141416,nem
0.929087,0.929087,igen
0.645129,0.645129,igen
0.626727,0.626727,igen
0.013625,0.411075,nem
0.189989,0.275024,nem
0.90514,0.437507,nem
0.672588,0.245687,nem
0.181493,0.268216,nem
0.582765,0.582765,igen
0.840055,0.730908,nem
0.614065,0.614065,igen
0.772674,0.772674,igen
0.73527,0.73527,igen
0.786181,0.557136,nem
0.479137,0.479137,igen
0.519862,0.061795,nem
0.62246,0.62246,igen
0.923196,0.923196,igen
0.877626,0.381462,nem
0.994802,0.994802,igen
0.516401,0.516401,igen
0.522878,0.522878,igen
0.923889,0.923889,igen
0.16153,0.16153,igen
0.149605,0.149605,igen
0.937513,0.937513,igen
0.572605,0.339593,nem
0.212537,0.477745,nem
0.7771,0.885125,nem
0.723432,0.958593,nem
0.153341,0.306197,nem
0.798647,0.798647,igen
0.884249,0.920262,nem
0.571321,0.571321,igen
0.619519,0.706443,nem
0.128457,0.098657,nem
0.226305,0.190253,nem
0.721117,0.721117,igen
0.149501,0.067879,nem
0.102578,0.102578,igen
0.144303,0.144303,igen
0.58428,0.58428,igen
0.625456,0.068192,nem
0.74581,0.775061,nem
0.005705,0.318415,nem
0.114654,0.114654,igen
0.218242,0.79616,nem
0.891754,0.891754,igen
0.103367,0.103367,igen
0.519592,0.850347,nem
0.256708,0.256708,igen
0.825789,0.648994,nem
0.140957,0.74605,nem
0.220316,0.220316,igen
0.760476,0.760476,igen
0.452494,0.348773,nem
0.859133,0.859133,igen
0.678799,0.678799,igen
0.539026,0.580249,nem
0.8283,0.8283,igen
0.606904,0.606904,igen
0.682828,0.972603,nem
0.191184,0.308284,nem
0.040795,0.040795,igen
0.936994,0.936994,igen
0.083345,0.0465,nem
0.255408,0.255408,igen
0.197999,0.197999,igen
0.264742,0.051568,nem
0.089754,0.089754,igen
0.368109,0.368109,igen
0.57116,0.57116,igen
0.940101,0.940101,igen
0.624817,0.396949,nem
0.589095,0.589095,igen
0.765774,0.142999,nem
0.809411,0.809411,igen
0.52625,0.52625,igen
0.595493,0.595493,igen
0.158184,0.385383,nem
0.274292,0.69721,nem
0.965632,0.102592,nem
0.304114,0.304114,igen
0.64846,0.64846,igen
0.075195,0.495298,nem
0.956744,0.956744,igen
0.11599,0.432291,nem
0.040089,0.040089,igen
0.16249,0.16249,igen
0.6877,0.6877,igen
0.238088,0.238088,igen
0.427232,0.427232,igen
0.739268,0.739268,igen
0.327842,0.795341,nem
0.310428,0.267943,nem
0.420158,0.420158,igen
0.707377,0.707377,igen
0.857038,0.857038,igen
0.185932,0.850376,nem
0.66645,0.712182,nem
0.445869,0.824634,nem
0.097565,0.097565,igen
0.720161,0.521843,nem
0.063197,0.063197,igen
0.822753,0.825957,nem
0.711658,0.711658,igen
0.897948,0.897948,igen
0.321255,0.668402,nem
0.013939,0.753546,nem
0.708491,0.708491,igen
0.176428,0.176428,igen
0.441246,0.441246,igen
0.946579,0.603661,nem
0.180514,0.180514,igen
0.274422,0.274422,igen
0.399002,0.490942,nem
0.542365,0.542365,igen
0.81916,0.198319,nem
0.399403,0.005093,nem
0.048695,0.048695,igen
0.065853,0.717275,nem
0.494564,0.494564,igen
0.890487,0.890487,igen
0.81484,0.214724,nem
0.41233,0.41233,igen
0.878037,0.037478,nem
0.238287,0.589695,nem
0.935426,0.935426,igen
0.559542,0.559542,igen
0.258097,0.258097,igen
0.949364,0.313089,nem
0.966588,0.966588,igen
0.125793,0.754335,nem
0.913167,0.729453,nem
0.934849,0.187589,nem
0.128455,0.128455,igen
0.425791,0.729954,nem
0.947615,0.947615,igen
0.62411,0.62411,igen
0.129357,0.129357,igen
0.952708,0.952708,igen
0.672805,0.672805,igen
0.19521,0.669983,nem
0.167369,0.085697,nem
0.484823,0.484823,igen
0.382093,0.382093,igen
0.498027,0.36286,nem
0.419571,0.736314,nem
0.952555,0.354997,nem
0.295856,0.295856,igen
0.210652,0.210652,igen
0.304361,0.608945,nem
0.177239,0.177239,igen
0.430154,0.430154,igen
0.36328,0.36328,igen
0.090406,0.090406,igen
0.159607,0.159607,igen
0.298129,0.298129,igen
0.277995,0.277995,igen
0.288063,0.288063,igen
0.72392,0.72392,igen
0.007948,0.235678,nem
0.34803,0.137305,nem
0.188386,0.188386,igen
0.020836,0.332515,nem
0.858369,0.188204,nem
0.418212,0.343192,nem
0.570297,0.916238,nem
0.706052,0.989868,nem
0.652552,0.652552,igen
0.658607,0.658607,igen
0.344865,0.344865,igen
0.948409,0.948409,igen
0.869259,0.869259,igen
0.649226,0.649226,igen
0.557354,0.557354,igen
0.046498,0.07938,nem
0.920634,0.920634,igen
0.136905,0.136905,igen
0.238988,0.238988,igen
0.218763,0.218763,igen
0.4149,0.52705,nem
0.942683,0.942683,igen
0.422848,0.422848,igen
0.762728,0.290713,nem
0.560153,0.560153,igen
0.951115,0.951115,igen
0.311549,0.892669,nem
0.809484,0.499753,nem
0.31088,0.152676,nem
0.070051,0.227119,nem
0.858728,0.059919,nem
0.879671,0.879671,igen
0.517335,0.404784,nem
0.82808,0.82808,igen
0.386594,0.386594,igen
0.05401,0.385434,nem
0.433092,0.13339,nem
0.306067,0.569997,nem
0.372377,0.52483,nem
0.984896,0.899428,nem
0.467513,0.467513,igen
0.407745,0.407745,igen
0.662156,0.662156,igen
0.758226,0.758226,igen
0.967898,0.613271,nem
0.069775,0.069775,igen
0.860567,0.860567,igen
0.422754,0.569529,nem
0.171447,0.57543,nem
0.639579,0.398566,nem
0.434157,0.699498,nem
0.278237,0.951492,nem
0.104282,0.104282,igen
0.106317,0.338086,nem
0.158292,0.49175,nem
0.771178,0.291681,nem
0.797818,0.341175,nem
0.664059,0.664059,igen
0.322648,0.322648,igen
0.326072,0.326072,igen
0.563486,0.563486,igen
0.790161,0.733816,nem
0.225642,0.225642,igen
0.548387,0.548387,igen
0.701714,0.701714,igen
0.838913,0.618163,nem
0.562281,0.261668,nem
0.187691,0.733728,nem
0.837097,0.837097,igen
0.82727,0.132294,nem
0.271255,0.271255,igen
0.526768,0.41053,nem
0.222747,0.63105,nem
0.516847,0.516847,igen
0.560833,0.789342,nem
0.008597,0.332012,nem
0.081023,0.806414,nem
0.673187,0.673187,igen
0.745082,0.129062,nem
0.999258,0.999258,igen
0.308568,0.308568,igen
0.919223,0.733075,nem
0.534211,0.46761,nem
0.434789,0.373124,nem
0.085772,0.99707,nem
0.634791,0.273464,nem
0.730797,0.730797,igen
0.471889,0.100734,nem
0.863091,0.863091,igen

